path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
public/wiki/tags/ctos-lens.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/dashboard.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/date-stamped.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/decision-artifact.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/decision-frame.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/decision-framework.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/decision-maker.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/decision-path.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/deep-dive.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/demo-site.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/demo-video.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/deployment.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/design-principles.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/differentiation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/differentiator.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/dlp.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/due-diligence.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/dynamics.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/economics.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/elevator-pitch.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/embedded-intelligence.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/engineering-quality.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/engineering-scale.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/enhance-path.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/erp.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/eu-ai-act.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/evaluation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/evidence-register.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/evidence.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/executive-package.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/executive-summary.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/expansion.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/external.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/feature-inventory.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/features.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/financial-projections.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/financial.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/first-to-bill.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/gate-metrics.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/golden-record.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/governance.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/grade.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/guide.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/hintonburdick.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/hook-video.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/index.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/killer-app.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/knowledge-base.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/last-open-item.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/leadership-brief.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/live-artifact.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/live-site.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/market-landscape.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/master-data.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/mcp-gateway.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/mcp.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/mdm.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/module-library.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/modules.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/mulesoft.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/narration-data.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/navigation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/netsuite.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/nl-action-gate.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/operational.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/operator-experience.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/oracle-comparison.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/oracle.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/overview.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/pilot-decision-memo.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/pilot.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/platform.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/portfolio.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/president.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/preston-test.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/pricing.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/product-catalog.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/production-proof.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/production-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/production-test.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/publishing.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/quality.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/rag.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/ranking.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/read-track.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/reading-guide.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/recommendation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/reference.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/repo-evaluation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/revenue-model.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/review-experience.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/roi.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/role-brief.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
